Материал;Краткий текст материала;Длинный текст материала;Базовая ЕИ;Группа материалов;Вид материала;Вид класса;Класс;Формат;Имя признака;Название признака;Значение признака;ОбозначЗначПризнака;Техническая ЕИ значения признака;Материал(полный текст);Значение признака;ОбозначЗначПризнака
000000001300431891;Подшипник 22213 CCK/W33 ISB;Подшипник 22213 CCK/W33 ISB;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ISB;ISB;;Подшипник 22213 CCK/W33 ISB;;
000000001300431891;Подшипник 22213 CCK/W33 ISB;Подшипник 22213 CCK/W33 ISB;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 22213 CCK/W33 ISB;;
000000001300431899;Кольцо SD3044-SR340х10;Кольцо SD3044-SR340х10;ШТ;N13030000;ZZAP;001;GM1303;CHAR;DESIGNATION_NULL;Условное обозначение;SD3044-SR340х10;SD3044-SR340х10;;Кольцо SD3044-SR340х10 ISB;;
000000001300431900;Кольцо SNL532-SR290х17;Кольцо SNL532-SR290х17;ШТ;N13030000;ZZAP;001;GM1303;CHAR;DESIGNATION_NULL;Условное обозначение;SNL532-SR290х17;SNL532-SR290х17;;Кольцо SNL532-SR290х17 TECHNIX;;
000000001300431901;Узел подш. SD3140 TECHNIX;Узел подш. SD3140 TECHNIX;ШТ;N13020000;ZZAP;001;GM1302;CHAR;DESIGNATION_NULL;Условное обозначение;SD3140;SD3140;;Узел подш. SD3140 TECHNIX;;
000000001300431901;Узел подш. SD3140 TECHNIX;Узел подш. SD3140 TECHNIX;ШТ;N13020000;ZZAP;001;GM1302;CHAR;MANUFACTURER_NULL;Производитель;TECHNIX;TECHNIX;;Узел подш. SD3140 TECHNIX;;
000000001300431901;Узел подш. SD3140 TECHNIX;Узел подш. SD3140 TECHNIX;ШТ;N13020000;ZZAP;001;GM1302;CHAR;PRODUCT_TYPE;Вид продукции;Узел подш.;Узел подшипниковый;;Узел подш. SD3140 TECHNIX;;
000000001300431902;Крышка подшипника SNG532-TSU532;Крышка подшипника SNG532-TSU532;ШТ;N13030000;ZZAP;001;GM1303;CHAR;DESIGNATION_NULL;Условное обозначение;SNG532-TSU532;SNG532-TSU532;;Крышка подшипника SNG532-TSU532 ISB;;
000000001300431903;Уплотнение подшипника SD3040-TS3040;Уплотнение подшипника SD3040-TS3040;ШТ;N13030000;ZZAP;001;GM1303;CHAR;DESIGNATION_NULL;Условное обозначение;SD3040-TS3040;SD3040-TS3040;;Уплотнение подшипника SD3040-TS3040 ISB;;
000000001300432018;Подшипник 24132 C/W33J ZKL;Подшипник 24132 C/W33J ZKL;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;24132 C/W33J;24132 C/W33J;;Подшипник 24132 C/W33J ZKL;;
000000001300432018;Подшипник 24132 C/W33J ZKL;Подшипник 24132 C/W33J ZKL;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ZKL;ZKL;;Подшипник 24132 C/W33J ZKL;;
000000001300432018;Подшипник 24132 C/W33J ZKL;Подшипник 24132 C/W33J ZKL;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 24132 C/W33J ZKL;;
000000001300432019;Подшипник 22228 C/W33 MTK;Подшипник 22228 C/W33 MTK;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;22228 C/W33;22228 C/W33;;Подшипник 22228 C/W33 MTK;;
000000001300432019;Подшипник 22228 C/W33 MTK;Подшипник 22228 C/W33 MTK;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;MTK;MTK;;Подшипник 22228 C/W33 MTK;;
000000001300432019;Подшипник 22228 C/W33 MTK;Подшипник 22228 C/W33 MTK;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 22228 C/W33 MTK;;
000000001300432023;Подшипник 2097936 ГОСТ520;Подшипник 2097936 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2097936;2097936;;Подшипник 2097936 ГОСТ520;;
000000001300432023;Подшипник 2097936 ГОСТ520;Подшипник 2097936 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2097936 ГОСТ520;;
000000001300432023;Подшипник 2097936 ГОСТ520;Подшипник 2097936 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 2097936 ГОСТ520;;
000000001300432067;Подшипник NU318 M ZWZ;Подшипник NU318 M ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;NU318 M;NU318 M;;Подшипник NU318 M ZWZ;;
000000001300432067;Подшипник NU318 M ZWZ;Подшипник NU318 M ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ZWZ;ZWZ;;Подшипник NU318 M ZWZ;;
000000001300432067;Подшипник NU318 M ZWZ;Подшипник NU318 M ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник NU318 M ZWZ;;
000000001300432068;Подшипник NU2224 ECJ DRB;Подшипник NU2224 ECJ DRB;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;NU2224 ECJ;NU2224 ECJ;;Подшипник NU2224 ECJ DRB;;
000000001300432068;Подшипник NU2224 ECJ DRB;Подшипник NU2224 ECJ DRB;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;DRB;DRB;;Подшипник NU2224 ECJ DRB;;
000000001300432068;Подшипник NU2224 ECJ DRB;Подшипник NU2224 ECJ DRB;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник NU2224 ECJ DRB;;
000000001300432073;Подшипник 30224 ZWZ;Подшипник 30224 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;30224;30224;;Подшипник 30224 ZWZ;;
000000001300432073;Подшипник 30224 ZWZ;Подшипник 30224 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ZWZ;ZWZ;;Подшипник 30224 ZWZ;;
000000001300432073;Подшипник 30224 ZWZ;Подшипник 30224 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 30224 ZWZ;;
000000001300432117;Подшипник 6-66316Л ГОСТ520;Подшипник 6-66316Л ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;6-66316Л;6-66316Л;;Подшипник 6-66316Л ГОСТ520;;
000000001300432117;Подшипник 6-66316Л ГОСТ520;Подшипник 6-66316Л ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6-66316Л ГОСТ520;;
000000001300432117;Подшипник 6-66316Л ГОСТ520;Подшипник 6-66316Л ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 6-66316Л ГОСТ520;;
000000001300432200;Подшипник NU 220 ECP SKF;Подшипник NU 220 ECP SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;NU 220 ECP;NU 220 ECP;;Подшипник NU 220 ECP SKF;;
000000001300432200;Подшипник NU 220 ECP SKF;Подшипник NU 220 ECP SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;SKF;SKF;;Подшипник NU 220 ECP SKF;;
000000001300432200;Подшипник NU 220 ECP SKF;Подшипник NU 220 ECP SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник NU 220 ECP SKF;;
000000001300432271;Подшипник 30-53619Н ГОСТ520;Подшипник 30-53619Н ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;30-53619Н;30-53619Н;;Подшипник 30-53619Н ГОСТ520;;
000000001300432271;Подшипник 30-53619Н ГОСТ520;Подшипник 30-53619Н ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 30-53619Н ГОСТ520;;
000000001300432271;Подшипник 30-53619Н ГОСТ520;Подшипник 30-53619Н ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 30-53619Н ГОСТ520;;
000000001300432312;Подшипник 32936 J NSK;Подшипник 32936 J NSK;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;32936 J;32936 J;;Подшипник 32936 J NSK;;
000000001300432312;Подшипник 32936 J NSK;Подшипник 32936 J NSK;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;NSK;NSK;;Подшипник 32936 J NSK;;
000000001300432312;Подшипник 32936 J NSK;Подшипник 32936 J NSK;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 32936 J NSK;;
000000001300432333;Подшипник 113513Н ГОСТ520;Подшипник 113513Н ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;113513Н;113513Н;;Подшипник 113513Н ГОСТ520;;
000000001300432333;Подшипник 113513Н ГОСТ520;Подшипник 113513Н ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 113513Н ГОСТ520;;
000000001300432333;Подшипник 113513Н ГОСТ520;Подшипник 113513Н ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 113513Н ГОСТ520;;
000000001300432334;Подшипник 6-180214С17 ГОСТ520;Подшипник 6-180214С17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;6-180214С17;6-180214С17;;Подшипник 6-180214С17 ГОСТ520;;
000000001300432334;Подшипник 6-180214С17 ГОСТ520;Подшипник 6-180214С17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6-180214С17 ГОСТ520;;
000000001300432334;Подшипник 6-180214С17 ГОСТ520;Подшипник 6-180214С17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 6-180214С17 ГОСТ520;;
000000001300432335;Подшипник 180306АС17 ГОСТ520;Подшипник 180306АС17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;180306АС17;180306АС17;;Подшипник 180306АС17 ГОСТ520;;
000000001300432335;Подшипник 180306АС17 ГОСТ520;Подшипник 180306АС17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 180306АС17 ГОСТ520;;
000000001300432335;Подшипник 180306АС17 ГОСТ520;Подшипник 180306АС17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 180306АС17 ГОСТ520;;
000000001300432350;Подшипник 6-80106 ГОСТ520;Подшипник 6-80106 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;6-80106;6-80106;;Подшипник 6-80106 ГОСТ520;;
000000001300432350;Подшипник 6-80106 ГОСТ520;Подшипник 6-80106 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6-80106 ГОСТ520;;
000000001300432350;Подшипник 6-80106 ГОСТ520;Подшипник 6-80106 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 6-80106 ГОСТ520;;
000000001300432353;Подшипник 27714 ГОСТ520;Подшипник 27714 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;27714;27714;;Подшипник 27714 ГОСТ520;;
000000001300432353;Подшипник 27714 ГОСТ520;Подшипник 27714 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 27714 ГОСТ520;;
000000001300432353;Подшипник 27714 ГОСТ520;Подшипник 27714 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 27714 ГОСТ520;;
000000001300432435;Подшипник FMA 60 D Fluro;Подшипник FMA 60 D Fluro;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;FMA 60 D;FMA 60 D;;Подшипник FMA 60 D Fluro;;
000000001300432435;Подшипник FMA 60 D Fluro;Подшипник FMA 60 D Fluro;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;Fluro;Fluro;;Подшипник FMA 60 D Fluro;;
000000001300432435;Подшипник FMA 60 D Fluro;Подшипник FMA 60 D Fluro;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник FMA 60 D Fluro;;
000000001300432498;Подшипник SL183004 ISB;Подшипник SL183004 ISB;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;SL183004;SL183004;;Подшипник SL183004 ISB;;
000000001300432498;Подшипник SL183004 ISB;Подшипник SL183004 ISB;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ISB;ISB;;Подшипник SL183004 ISB;;
000000001300432498;Подшипник SL183004 ISB;Подшипник SL183004 ISB;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник SL183004 ISB;;
000000001300432561;Подшипник 2097952А ГОСТ520;Подшипник 2097952А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2097952А;2097952А;;Подшипник 2097952А ГОСТ520;;
000000001300432561;Подшипник 2097952А ГОСТ520;Подшипник 2097952А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2097952А ГОСТ520;;
000000001300432561;Подшипник 2097952А ГОСТ520;Подшипник 2097952А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 2097952А ГОСТ520;;
000000001300432583;Подшипник 6-7313АК ГОСТ520;Подшипник 6-7313АК ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;6-7313АК;6-7313АК;;Подшипник 6-7313АК ГОСТ520;;
000000001300432583;Подшипник 6-7313АК ГОСТ520;Подшипник 6-7313АК ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6-7313АК ГОСТ520;;
000000001300432583;Подшипник 6-7313АК ГОСТ520;Подшипник 6-7313АК ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 6-7313АК ГОСТ520;;
000000001300432819;Подшипник NU49/560KP5/W33 ZWZ;Подшипник NU49/560KP5/W33 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;NU49/560KP5/W33;NU49/560KP5/W33;;Подшипник NU49/560KP5/W33 ZWZ;;
000000001300432819;Подшипник NU49/560KP5/W33 ZWZ;Подшипник NU49/560KP5/W33 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ZWZ;ZWZ;;Подшипник NU49/560KP5/W33 ZWZ;;
000000001300432819;Подшипник NU49/560KP5/W33 ZWZ;Подшипник NU49/560KP5/W33 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник NU49/560KP5/W33 ZWZ;;
000000001300432835;Подшипник 466322Л1У3 ГОСТ520;Подшипник 466322Л1У3 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;466322Л1У3;466322Л1У3;;Подшипник 466322Л1У3 ГОСТ520;;
000000001300432835;Подшипник 466322Л1У3 ГОСТ520;Подшипник 466322Л1У3 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 466322Л1У3 ГОСТ520;;
000000001300432835;Подшипник 466322Л1У3 ГОСТ520;Подшипник 466322Л1У3 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 466322Л1У3 ГОСТ520;;
000000001300432907;Подшипник BSA 204CGB SKF;Подшипник BSA 204CGB SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;BSA 204CGB;BSA 204CGB;;Подшипник BSA 204CGB SKF;;
000000001300432907;Подшипник BSA 204CGB SKF;Подшипник BSA 204CGB SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;SKF;SKF;;Подшипник BSA 204CGB SKF;;
000000001300432907;Подшипник BSA 204CGB SKF;Подшипник BSA 204CGB SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник BSA 204CGB SKF;;
000000001300432908;Подшипник 81103 TN EBF;Подшипник 81103 TN EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;81103 TN;81103 TN;;Подшипник 81103 TN EBF;;
000000001300432908;Подшипник 81103 TN EBF;Подшипник 81103 TN EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;EBF;EBF;;Подшипник 81103 TN EBF;;
000000001300432908;Подшипник 81103 TN EBF;Подшипник 81103 TN EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 81103 TN EBF;;
000000001300432910;Подшипник AXK 1226 EBF;Подшипник AXK 1226 EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;AXK 1226;AXK 1226;;Подшипник AXK 1226 EBF;;
000000001300432910;Подшипник AXK 1226 EBF;Подшипник AXK 1226 EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;EBF;EBF;;Подшипник AXK 1226 EBF;;
000000001300432910;Подшипник AXK 1226 EBF;Подшипник AXK 1226 EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник AXK 1226 EBF;;
000000001300432911;Подшипник AS 1528 EBF;Подшипник AS 1528 EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;AS 1528;AS 1528;;Подшипник AS 1528 EBF;;
000000001300432911;Подшипник AS 1528 EBF;Подшипник AS 1528 EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;EBF;EBF;;Подшипник AS 1528 EBF;;
000000001300432911;Подшипник AS 1528 EBF;Подшипник AS 1528 EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник AS 1528 EBF;;
000000001300432912;Подшипник AXK 1528 EBF;Подшипник AXK 1528 EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;AXK 1528;AXK 1528;;Подшипник AXK 1528 EBF;;
000000001300432912;Подшипник AXK 1528 EBF;Подшипник AXK 1528 EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;EBF;EBF;;Подшипник AXK 1528 EBF;;
000000001300432912;Подшипник AXK 1528 EBF;Подшипник AXK 1528 EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник AXK 1528 EBF;;
000000001300432913;Подшипник AS 1226 EBF;Подшипник AS 1226 EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;AS 1226;AS 1226;;Подшипник AS 1226 EBF;;
000000001300432913;Подшипник AS 1226 EBF;Подшипник AS 1226 EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;EBF;EBF;;Подшипник AS 1226 EBF;;
000000001300432913;Подшипник AS 1226 EBF;Подшипник AS 1226 EBF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник AS 1226 EBF;;
000000001300432915;Подшипник 29880/29820 TIMKEN;Подшипник 29880/29820 TIMKEN;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;29880/29820;29880/29820;;Подшипник 29880/29820 TIMKEN;;
000000001300432915;Подшипник 29880/29820 TIMKEN;Подшипник 29880/29820 TIMKEN;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;TIMKEN;TIMKEN;;Подшипник 29880/29820 TIMKEN;;
000000001300432915;Подшипник 29880/29820 TIMKEN;Подшипник 29880/29820 TIMKEN;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 29880/29820 TIMKEN;;
000000001300432916;Подшипник L435049/L435010 TIMKEN;Подшипник L435049/L435010 TIMKEN;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;L435049/L435010;L435049/L435010;;Подшипник L435049/L435010 TIMKEN;;
000000001300432916;Подшипник L435049/L435010 TIMKEN;Подшипник L435049/L435010 TIMKEN;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;TIMKEN;TIMKEN;;Подшипник L435049/L435010 TIMKEN;;
000000001300432916;Подшипник L435049/L435010 TIMKEN;Подшипник L435049/L435010 TIMKEN;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник L435049/L435010 TIMKEN;;
000000001300432939;Подшипник 7622М ГОСТ520;Подшипник 7622М ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;7622М;7622М;;Подшипник 7622М ГОСТ520;;
000000001300432939;Подшипник 7622М ГОСТ520;Подшипник 7622М ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 7622М ГОСТ520;;
000000001300432939;Подшипник 7622М ГОСТ520;Подшипник 7622М ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 7622М ГОСТ520;;
000000001300432964;Подшипник N314EC SKF;Подшипник N314EC SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;N314EC;N314EC;;Подшипник N314EC SKF;;
000000001300432964;Подшипник N314EC SKF;Подшипник N314EC SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;SKF;SKF;;Подшипник N314EC SKF;;
000000001300432964;Подшипник N314EC SKF;Подшипник N314EC SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник N314EC SKF;;
000000001300432974;Подшипник 3007212 ГОСТ520;Подшипник 3007212 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;3007212;3007212;;Подшипник 3007212 ГОСТ520;;
000000001300432974;Подшипник 3007212 ГОСТ520;Подшипник 3007212 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 3007212 ГОСТ520;;
000000001300432974;Подшипник 3007212 ГОСТ520;Подшипник 3007212 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 3007212 ГОСТ520;;
000000001300432992;Подшипник 24130 CAME4C3S11 NSK;Подшипник 24130 CAME4C3S11 NSK;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;24130 CAME4C3S11;24130 CAME4C3S11;;Подшипник 24130 CAME4C3S11 NSK;;
000000001300432992;Подшипник 24130 CAME4C3S11 NSK;Подшипник 24130 CAME4C3S11 NSK;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;NSK;NSK;;Подшипник 24130 CAME4C3S11 NSK;;
000000001300432992;Подшипник 24130 CAME4C3S11 NSK;Подшипник 24130 CAME4C3S11 NSK;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 24130 CAME4C3S11 NSK;;
000000001300433096;Подшипник 2077160ХМ ГОСТ520;Подшипник 2077160ХМ ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;2077160ХМ;2077160ХМ;;Подшипник 2077160ХМ ГОСТ520;;
000000001300433096;Подшипник 2077160ХМ ГОСТ520;Подшипник 2077160ХМ ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 2077160ХМ ГОСТ520;;
000000001300433096;Подшипник 2077160ХМ ГОСТ520;Подшипник 2077160ХМ ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 2077160ХМ ГОСТ520;;
000000001300433126;Подшипник 10469 ГОСТ520;Подшипник 10469 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;10469;10469;;Подшипник 10469 ГОСТ520;;
