Материал;Краткий текст материала;Длинный текст материала;Базовая ЕИ;Группа материалов;Вид материала;Вид класса;Класс;Формат;Имя признака;Название признака;Значение признака;ОбозначЗначПризнака;Техническая ЕИ значения признака;Материал(полный текст);Значение признака;ОбозначЗначПризнака
000000001300433126;Подшипник 10469 ГОСТ520;Подшипник 10469 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 10469 ГОСТ520;;
000000001300433126;Подшипник 10469 ГОСТ520;Подшипник 10469 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 10469 ГОСТ520;;
000000001300433136;Шарик подш. D180 G200 ГОСТ3722;Шарик подш. D180 G200 ГОСТ3722;ШТ;N13050000;ZZAP;001;GM1305;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;D180 G200;D180 G200;;Шарик подш. D180 G200 ГОСТ3722;;
000000001300433136;Шарик подш. D180 G200 ГОСТ3722;Шарик подш. D180 G200 ГОСТ3722;ШТ;N13050000;ZZAP;001;GM1305;CHAR;PRODUCT_TYPE;Вид продукции;Шарик подш.;Шарик подшипника;;Шарик подш. D180 G200 ГОСТ3722;;
000000001300433136;Шарик подш. D180 G200 ГОСТ3722;Шарик подш. D180 G200 ГОСТ3722;ШТ;N13050000;ZZAP;001;GM1305;CHAR;STANDART;Нормативный документ;ГОСТ3722;ГОСТ3722;;Шарик подш. D180 G200 ГОСТ3722;;
000000001300433187;Подшипник 64905 ГОСТ520;Подшипник 64905 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;64905;64905;;Подшипник 64905 ГОСТ520;;
000000001300433187;Подшипник 64905 ГОСТ520;Подшипник 64905 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 64905 ГОСТ520;;
000000001300433187;Подшипник 64905 ГОСТ520;Подшипник 64905 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 64905 ГОСТ520;;
000000001300433188;Подшипник 26311К ГОСТ520;Подшипник 26311К ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;26311К;26311К;;Подшипник 26311К ГОСТ520;;
000000001300433188;Подшипник 26311К ГОСТ520;Подшипник 26311К ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 26311К ГОСТ520;;
000000001300433188;Подшипник 26311К ГОСТ520;Подшипник 26311К ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 26311К ГОСТ520;;
000000001300433192;Подшипник 36313Л ГОСТ520;Подшипник 36313Л ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;36313Л;36313Л;;Подшипник 36313Л ГОСТ520;;
000000001300433192;Подшипник 36313Л ГОСТ520;Подшипник 36313Л ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 36313Л ГОСТ520;;
000000001300433192;Подшипник 36313Л ГОСТ520;Подшипник 36313Л ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 36313Л ГОСТ520;;
000000001300433193;Подшипник 13614Н ГОСТ520;Подшипник 13614Н ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;13614Н;13614Н;;Подшипник 13614Н ГОСТ520;;
000000001300433193;Подшипник 13614Н ГОСТ520;Подшипник 13614Н ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 13614Н ГОСТ520;;
000000001300433193;Подшипник 13614Н ГОСТ520;Подшипник 13614Н ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 13614Н ГОСТ520;;
000000001300433194;Подшипник 38311 ГОСТ520;Подшипник 38311 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;38311;38311;;Подшипник 38311 ГОСТ520;;
000000001300433194;Подшипник 38311 ГОСТ520;Подшипник 38311 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 38311 ГОСТ520;;
000000001300433194;Подшипник 38311 ГОСТ520;Подшипник 38311 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 38311 ГОСТ520;;
000000001300433195;Подшипник 97507А ГОСТ520;Подшипник 97507А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;97507А;97507А;;Подшипник 97507А ГОСТ520;;
000000001300433195;Подшипник 97507А ГОСТ520;Подшипник 97507А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 97507А ГОСТ520;;
000000001300433195;Подшипник 97507А ГОСТ520;Подшипник 97507А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 97507А ГОСТ520;;
000000001300433197;Подшипник 10078 ГОСТ520;Подшипник 10078 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;10078;10078;;Подшипник 10078 ГОСТ520;;
000000001300433197;Подшипник 10078 ГОСТ520;Подшипник 10078 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 10078 ГОСТ520;;
000000001300433197;Подшипник 10078 ГОСТ520;Подшипник 10078 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 10078 ГОСТ520;;
000000001300433198;Подшипник 6-80116АС17 ГОСТ520;Подшипник 6-80116АС17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;6-80116АС17;6-80116АС17;;Подшипник 6-80116АС17 ГОСТ520;;
000000001300433198;Подшипник 6-80116АС17 ГОСТ520;Подшипник 6-80116АС17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6-80116АС17 ГОСТ520;;
000000001300433198;Подшипник 6-80116АС17 ГОСТ520;Подшипник 6-80116АС17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 6-80116АС17 ГОСТ520;;
000000001300433199;Подшипник 4162926 ГОСТ520;Подшипник 4162926 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;4162926;4162926;;Подшипник 4162926 ГОСТ520;;
000000001300433199;Подшипник 4162926 ГОСТ520;Подшипник 4162926 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 4162926 ГОСТ520;;
000000001300433199;Подшипник 4162926 ГОСТ520;Подшипник 4162926 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 4162926 ГОСТ520;;
000000001300433482;Подшипник 6-80207С17 ГОСТ520;Подшипник 6-80207С17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;6-80207С17;6-80207С17;;Подшипник 6-80207С17 ГОСТ520;;
000000001300433482;Подшипник 6-80207С17 ГОСТ520;Подшипник 6-80207С17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6-80207С17 ГОСТ520;;
000000001300433482;Подшипник 6-80207С17 ГОСТ520;Подшипник 6-80207С17 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 6-80207С17 ГОСТ520;;
000000001300433572;Подшипник 22215 CC/C3W33 ZWZ;Подшипник 22215 CC/C3W33 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;22215 CC/C3W33;22215 CC/C3W33;;Подшипник 22215 CC/C3W33 ZWZ;;
000000001300433572;Подшипник 22215 CC/C3W33 ZWZ;Подшипник 22215 CC/C3W33 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ZWZ;ZWZ;;Подшипник 22215 CC/C3W33 ZWZ;;
000000001300433572;Подшипник 22215 CC/C3W33 ZWZ;Подшипник 22215 CC/C3W33 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 22215 CC/C3W33 ZWZ;;
000000001300433578;Подшипник BFS 8023А SKF;Подшипник BFS 8023А SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;BFS 8023А;BFS 8023А;;Подшипник BFS 8023А SKF;;
000000001300433578;Подшипник BFS 8023А SKF;Подшипник BFS 8023А SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;SKF;SKF;;Подшипник BFS 8023А SKF;;
000000001300433578;Подшипник BFS 8023А SKF;Подшипник BFS 8023А SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник BFS 8023А SKF;;
000000001300433659;Подшипник 32624М ГОСТ520;Подшипник 32624М ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;32624М;32624М;;Подшипник 32624М ГОСТ520;;
000000001300433659;Подшипник 32624М ГОСТ520;Подшипник 32624М ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 32624М ГОСТ520;;
000000001300433659;Подшипник 32624М ГОСТ520;Подшипник 32624М ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 32624М ГОСТ520;;
000000001300433721;Подшипник 6-410А ГОСТ520;Подшипник 6-410А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;6-410А;6-410А;;Подшипник 6-410А ГОСТ520;;
000000001300433721;Подшипник 6-410А ГОСТ520;Подшипник 6-410А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6-410А ГОСТ520;;
000000001300433721;Подшипник 6-410А ГОСТ520;Подшипник 6-410А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 6-410А ГОСТ520;;
000000001300433722;Подшипник 6-180214А ГОСТ520;Подшипник 6-180214А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;6-180214А;6-180214А;;Подшипник 6-180214А ГОСТ520;;
000000001300433722;Подшипник 6-180214А ГОСТ520;Подшипник 6-180214А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 6-180214А ГОСТ520;;
000000001300433722;Подшипник 6-180214А ГОСТ520;Подшипник 6-180214А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 6-180214А ГОСТ520;;
000000001300433723;Подшипник 60308А ГОСТ520;Подшипник 60308А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;60308А;60308А;;Подшипник 60308А ГОСТ520;;
000000001300433723;Подшипник 60308А ГОСТ520;Подшипник 60308А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 60308А ГОСТ520;;
000000001300433723;Подшипник 60308А ГОСТ520;Подшипник 60308А ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 60308А ГОСТ520;;
000000001300433821;Подшипник 62310 2RSR SKF;Подшипник 62310 2RSR SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;62310 2RSR;62310 2RSR;;Подшипник 62310 2RSR SKF;;
000000001300433821;Подшипник 62310 2RSR SKF;Подшипник 62310 2RSR SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;SKF;SKF;;Подшипник 62310 2RSR SKF;;
000000001300433821;Подшипник 62310 2RSR SKF;Подшипник 62310 2RSR SKF;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 62310 2RSR SKF;;
000000001300433829;Подшипник ZARF 65155 TV-A MONTON;Подшипник ZARF 65155 TV-A MONTON;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;ZARF 65155 TV-A;ZARF 65155 TV-A;;Подшипник ZARF 65155 TV-A MONTON;;
000000001300433829;Подшипник ZARF 65155 TV-A MONTON;Подшипник ZARF 65155 TV-A MONTON;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;MONTON;MONTON;;Подшипник ZARF 65155 TV-A MONTON;;
000000001300433829;Подшипник ZARF 65155 TV-A MONTON;Подшипник ZARF 65155 TV-A MONTON;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник ZARF 65155 TV-A MONTON;;
000000001300433830;Подшипник 22228 C/W33 URB;Подшипник 22228 C/W33 URB;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;22228 C/W33;22228 C/W33;;Подшипник 22228 C/W33 URB;;
000000001300433830;Подшипник 22228 C/W33 URB;Подшипник 22228 C/W33 URB;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;URB;URB;;Подшипник 22228 C/W33 URB;;
000000001300433830;Подшипник 22228 C/W33 URB;Подшипник 22228 C/W33 URB;ШТ;N13010000;ZZAP;001;GM1301;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 22228 C/W33 URB;;
000000001300433846;Подшипник 697742 ГОСТ520;Подшипник 697742 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;697742;697742;;Подшипник 697742 ГОСТ520;;
000000001300433846;Подшипник 697742 ГОСТ520;Подшипник 697742 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 697742 ГОСТ520;;
000000001300433846;Подшипник 697742 ГОСТ520;Подшипник 697742 ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 697742 ГОСТ520;;
000000001300433847;Подшипник 697847Л ГОСТ520;Подшипник 697847Л ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;DESIGN_STANDARD;Обозн. по нормативн. документу;697847Л;697847Л;;Подшипник 697847Л ГОСТ520;;
000000001300433847;Подшипник 697847Л ГОСТ520;Подшипник 697847Л ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;PRODUCT_TYPE;Вид продукции;Подш.;Подшипник;;Подшипник 697847Л ГОСТ520;;
000000001300433847;Подшипник 697847Л ГОСТ520;Подшипник 697847Л ГОСТ520;ШТ;N13040000;ZZAP;001;GM1304;CHAR;STANDART;Нормативный документ;ГОСТ520;ГОСТ520;;Подшипник 697847Л ГОСТ520;;
000000001300433848;Узел подшипниковый  RASE120XL ZKL;Узел подшипниковый  RASE120XL ZKL;ШТ;N13020000;ZZAP;001;GM1302;CHAR;DESIGNATION_NULL;Условное обозначение;RASE120XL;RASE120XL;;Узел подшипниковый  RASE120XL ZKL;;
000000001300433848;Узел подшипниковый  RASE120XL ZKL;Узел подшипниковый  RASE120XL ZKL;ШТ;N13020000;ZZAP;001;GM1302;CHAR;MANUFACTURER_NULL;Производитель;ZKL;ZKL;;Узел подшипниковый  RASE120XL ZKL;;
000000001300433848;Узел подшипниковый  RASE120XL ZKL;Узел подшипниковый  RASE120XL ZKL;ШТ;N13020000;ZZAP;001;GM1302;CHAR;PRODUCT_TYPE;Вид продукции;Узел подш.;Узел подшипниковый;;Узел подшипниковый  RASE120XL ZKL;;
000000001300434091;Подшипник 30207 ZWZ;Подшипник 30207 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;DESIGNATION_NULL;Условное обозначение;30207;30207;;Подшипник 30207 ZWZ;;
000000001300434091;Подшипник 30207 ZWZ;Подшипник 30207 ZWZ;ШТ;N13010000;ZZAP;001;GM1301;CHAR;MANUFACTURER_NULL;Производитель;ZWZ;ZWZ;;Подшипник 30207 ZWZ;;
